CIE1,ASSIGN1,CIE2,ASSIGN2,CIE3,ASSIGN3,CIE4,ASSIGN4,CIE5,ASSIGN5,CGPA,SGPA,MathRate,CulturalRatings,SportRate,ResearchRatings
16,12,19,17,24,16,23,16,23,16,7.2,7.074222865385941,10,9,6,9
15,11,20,16,20,13,24,15,28,16,7.6,7.29497246243338,5,6,9,9
22,17,21,18,18,15,18,18,20,10,7.4,7.274633007944959,6,10,6,8
21,16,24,16,25,19,24,19,23,15,8.0,8.129037399059799,8,9,5,7
14,17,17,10,14,20,18,18,15,10,6.8,6.238734637832052,5,8,9,10
26,16,27,20,30,16,28,15,25,15,8.8,8.326058084989148,9,8,8,8
30,16,29,19,29,16,29,15,29,15,8.8,8.489884927985296,5,6,10,5
26,20,23,17,27,19,27,19,24,16,8.4,8.042440248516396,10,5,9,10
13,13,15,12,18,19,21,20,19,17,7.4,7.426659100152297,6,5,9,7
30,17,30,18,29,15,28,18,25,17,9.6,9.209712792367899,9,5,10,6
26,20,26,19,28,20,28,19,25,17,9.0,9.245266698845217,9,8,10,6
20,14,25,15,27,15,30,19,27,17,8.2,8.121121367657473,7,7,7,8
26,17,24,19,21,17,19,16,19,14,7.8,7.013791368752306,5,7,9,9
27,20,28,16,29,20,27,15,29,16,8.8,8.136467529862394,5,7,8,10
19,16,21,17,25,15,29,19,29,16,7.2,7.186268691321742,7,8,7,10
12,18,17,15,14,12,19,13,24,15,6.8,6.341000476479039,5,6,8,10
25,15,30,15,28,18,25,15,29,17,7.6,7.49028773258165,5,6,7,9
26,16,25,16,24,18,28,15,30,17,9.2,9.381537133681874,10,5,5,5
30,16,30,18,28,15,30,15,28,20,9.0,9.081187939267336,5,6,9,7
29,20,27,18,30,18,27,15,27,18,8.2,8.014572381975187,5,5,10,6
29,19,28,15,29,19,29,15,27,15,9.4,9.267454081189568,10,7,9,6
20,20,25,16,24,18,21,17,22,16,8.0,8.235797845564369,7,6,10,6
30,20,29,19,29,16,29,16,28,16,8.2,8.082760133355057,7,7,9,8
16,14,14,20,16,10,17,14,14,15,6.4,6.492812120303834,7,7,8,7
14,15,12,15,16,14,21,16,26,16,7.0,7.236050427746256,5,10,9,10
21,20,18,15,16,10,18,15,19,11,7.0,7.346258577034719,10,9,9,9
22,16,23,15,27,15,26,20,25,20,8.2,8.22906350951061,10,9,10,5
29,19,27,18,25,18,22,18,23,20,8.0,8.41558409036786,6,8,8,7
19,15,17,18,19,16,19,10,19,12,6.4,6.307313803286269,10,6,7,5
23,20,25,18,25,16,29,18,27,19,9.4,9.182660987814426,10,10,5,8
23,18,28,19,25,20,30,17,30,17,9.0,9.442456411100881,6,10,9,5
30,19,28,17,30,15,30,15,27,16,7.4,7.033518939572508,8,7,7,7
28,19,28,19,25,20,27,19,28,19,9.2,9.120871632477686,7,10,9,10
15,17,13,12,13,12,14,19,14,10,6.4,6.114030568991149,10,6,9,5
29,18,26,19,27,15,29,16,26,17,8.0,8.277011123269384,9,6,5,9
15,15,19,13,18,20,15,16,19,13,7.0,7.0258790094542185,6,6,9,8
16,13,18,15,15,16,13,13,11,16,6.4,6.087562237117703,5,6,8,9
29,20,28,19,25,18,30,17,27,16,9.6,9.400674340442933,8,8,8,6
29,16,28,17,25,16,25,19,30,19,8.0,8.23990421544924,7,9,5,7
29,15,29,18,30,20,30,19,29,17,9.8,9.08989746583691,6,10,5,9
20,10,22,16,25,16,23,18,26,17,8.2,8.090526358373836,6,8,7,5
29,19,27,17,24,20,29,18,27,16,9.4,9.076876276246377,5,9,7,5
29,17,28,16,27,16,24,16,29,15,8.6,8.126905529852404,9,10,10,9
25,20,24,20,26,19,24,15,24,15,7.4,7.105703752951271,5,7,7,7
23,17,25,20,28,16,26,18,29,17,8.0,8.077852537858487,8,8,5,7
16,17,15,20,13,10,10,15,7,17,6.2,6.259157286974467,8,6,7,8
21,17,26,17,28,19,26,20,30,16,9.4,9.452216502467095,6,7,6,6
24,15,29,17,26,18,23,17,24,16,7.8,7.4164293968239425,7,10,9,5
15,18,14,19,14,11,17,11,16,10,6.4,6.251885386203412,10,6,6,6
13,20,17,13,18,13,18,16,15,12,6.6,6.325972868889917,8,6,6,9
24,17,28,19,27,18,29,15,29,20,8.8,8.105074848622358,5,10,8,6
14,13,16,11,17,11,20,20,17,18,6.0,6.316885833223874,8,7,10,10
27,19,27,19,27,16,26,16,23,20,9.4,9.06554768866765,10,5,10,6
18,16,17,16,16,20,15,10,20,11,7.0,7.444934833434433,7,8,9,10
21,19,24,20,28,20,26,16,27,15,8.6,8.024498640139234,8,10,9,10
24,15,27,17,24,19,25,16,25,19,8.8,8.349895020282943,6,7,9,8
27,20,28,15,25,17,30,20,30,18,9.6,9.065158748782176,9,5,8,6
27,16,28,18,27,16,29,17,26,15,9.4,9.482940922026957,6,6,7,7
22,18,27,15,24,18,27,16,26,20,8.6,8.058534728978044,5,6,6,6
19,16,16,15,14,18,13,19,11,12,6.6,6.124893520095118,9,6,9,10
21,19,20,19,25,15,24,15,25,19,7.4,7.447788286848921,6,9,8,9
17,14,21,16,25,20,23,15,26,17,7.6,7.423011311303899,5,5,9,5
26,15,23,17,20,14,17,12,15,20,6.8,6.095240130002416,9,8,10,6
30,17,27,17,29,18,26,18,28,19,9.6,9.17891821108182,5,8,10,6
28,20,26,18,25,20,24,18,21,19,8.0,8.139037330203147,6,10,9,10
25,19,28,17,26,16,30,16,28,15,8.6,8.176487482362804,9,6,8,6
25,19,23,15,26,19,24,19,29,18,8.4,8.434505889892232,7,5,6,7
23,17,24,20,28,15,26,19,26,17,7.8,7.487391770909208,5,7,5,10
16,11,15,16,18,17,15,10,15,12,6.2,6.469614987237068,8,7,6,9
13,11,15,19,14,17,11,13,11,12,6.4,6.4060371684355335,8,5,10,7
15,14,12,12,15,16,15,16,12,15,6.4,6.081926749383692,10,9,7,5
16,18,13,10,13,14,17,13,22,17,6.6,6.182046942497395,7,7,5,8
27,17,26,17,23,20,26,18,23,15,8.8,8.2503884444301,6,10,5,6
16,16,13,10,16,16,20,20,19,12,6.6,6.183083991837468,9,9,9,7
27,17,25,18,26,15,27,18,25,20,7.8,7.068565341321182,10,10,8,8
14,17,15,14,18,19,22,20,26,20,8.0,8.208424777906842,6,7,6,8
22,19,22,15,21,20,21,18,23,17,8.0,8.017357155445033,7,6,8,8
30,17,30,19,29,18,30,20,28,16,9.8,9.325529357115153,6,5,6,9
19,12,24,15,21,17,26,20,26,20,8.6,8.479360296000912,5,8,10,10
27,18,25,19,23,17,28,15,26,18,7.8,7.373814131796978,9,7,9,7
29,16,29,16,29,18,26,20,29,15,8.2,8.451628888373936,7,5,8,10
29,16,26,19,23,15,21,16,24,17,7.4,7.1601564719467925,10,7,8,9
27,16,29,15,27,18,29,18,26,19,8.0,8.261027337618993,7,8,10,9
21,15,18,10,17,10,19,10,22,16,6.8,6.193072236174148,10,9,10,8
16,15,18,20,20,15,19,10,21,18,7.0,7.050634786863251,6,10,7,5
29,18,30,17,30,16,28,18,25,18,9.8,9.302308775048363,8,8,5,10
26,17,24,16,27,18,26,18,26,17,7.8,7.149415826111755,5,7,6,7
14,19,15,20,12,13,10,12,7,16,6.2,6.3807174387454175,6,5,7,7
14,20,11,16,12,17,11,13,14,18,6.4,6.271480676479974,6,10,9,5
29,15,26,20,29,20,26,17,23,17,8.8,8.061228054950394,7,6,9,8
27,17,29,19,29,19,26,16,24,20,9.4,9.34876911670698,5,6,6,6
24,19,28,16,25,20,26,20,23,17,8.0,8.348417942180918,10,8,8,7
30,17,29,17,29,15,27,19,24,16,9.0,9.446807683067727,9,7,6,7
19,18,16,11,17,12,15,17,15,16,6.8,6.292779100133854,10,10,5,7
18,11,16,14,19,10,17,14,20,17,6.6,6.313931753229503,8,9,6,10
30,20,30,20,27,19,28,15,26,17,9.6,9.225146783733333,8,6,7,5
14,16,13,14,11,19,11,14,9,19,6.0,6.366623997105908,10,8,5,9
23,16,21,18,22,15,25,16,22,18,7.8,7.284027113125568,7,9,10,8
30,19,30,17,29,17,29,18,30,15,9.2,9.039793398633847,7,7,6,9
18,17,19,12,20,14,24,16,25,15,6.4,6.365878024577489,7,5,7,7
25,20,29,18,29,17,26,16,23,19,8.8,8.438499980983195,6,5,5,9
12,18,11,18,9,16,12,12,14,17,6.2,6.448087285230959,5,10,7,10
29,16,26,20,24,18,24,17,25,18,8.6,8.464941653745642,7,10,7,10
30,15,28,18,27,19,27,15,27,19,9.0,9.289810276311094,5,6,9,10
24,20,28,16,29,20,27,20,25,16,9.4,9.267461564437266,6,5,7,10
18,10,18,14,21,16,19,15,24,19,7.4,7.325004103841849,5,6,7,6
21,20,22,16,26,19,24,15,26,18,8.0,8.261710092722128,5,9,5,5
14,10,19,14,24,20,22,18,26,17,7.4,7.040370916796622,8,8,9,10
15,18,17,20,18,15,22,15,22,15,7.6,7.4210208538717195,10,5,5,7
30,19,27,16,30,18,27,20,28,17,9.0,9.458032533571064,8,10,10,9
26,20,23,15,27,20,27,17,24,20,9.2,9.390640960310394,10,7,6,8
29,18,28,19,27,16,27,15,24,15,9.2,9.352443104852059,10,7,7,10
13,12,13,20,13,14,18,13,15,13,6.4,6.2247734940678745,7,10,9,6
17,12,18,13,19,12,24,15,27,18,6.8,6.052845268523378,10,7,8,7
19,15,20,12,21,16,25,19,30,20,8.2,8.471210714652148,9,10,9,6
18,13,15,12,19,19,18,14,21,18,7.2,7.117909301249192,10,8,9,9
18,16,20,10,23,16,24,18,24,20,7.8,7.4210596137682705,10,5,6,6
29,17,30,16,27,16,27,15,28,16,9.4,9.449116179551,10,9,7,7
21,16,20,10,20,14,23,17,21,18,7.0,7.2434690263090715,5,7,7,5
25,17,27,20,24,20,29,16,29,15,8.6,8.077985297508864,8,6,5,6
22,19,19,11,23,16,21,17,20,15,7.4,7.449952237923829,7,8,10,8
20,13,23,18,25,20,28,15,25,16,8.0,8.420197808871325,7,5,5,10
17,17,20,14,24,17,22,18,21,20,7.6,7.180913350915869,5,6,6,10
19,15,18,11,21,20,20,12,23,18,7.6,7.146353634097685,10,9,5,9
14,14,12,17,9,17,10,16,13,18,6.2,6.114910865836963,5,10,7,10
17,14,19,11,24,20,28,19,26,19,7.6,7.262273986510683,6,6,9,10
22,19,25,16,24,18,29,18,28,15,9.2,9.358175952990509,5,6,9,9
28,17,28,15,30,15,29,16,30,17,7.4,7.298594780314498,7,6,7,6
24,16,21,20,22,16,27,16,30,17,8.4,8.437263025601272,9,6,7,9
16,10,14,11,17,13,20,20,20,12,6.2,6.152041512433654,7,5,6,7
13,17,12,11,11,20,13,16,13,17,6.2,6.1249640179226486,6,7,10,8
15,13,14,14,13,16,11,20,12,18,6.2,6.306038572361833,9,6,9,6
25,16,24,19,26,16,23,20,22,20,9.0,9.118884503871174,8,7,6,7
13,13,10,12,14,10,12,16,11,18,6.0,6.214417207275346,6,8,5,10
30,20,29,15,28,20,28,20,26,18,9.6,9.256254269533327,6,5,9,9
24,18,21,16,24,18,24,18,23,18,8.8,8.14733840702085,6,9,9,6
15,18,12,18,12,20,14,15,18,19,6.8,6.02432901748842,9,10,5,7
15,10,19,15,17,20,15,18,19,20,7.2,7.181022677205308,7,10,10,6
24,15,21,18,25,17,29,18,27,16,8.8,8.099547876330739,8,9,5,10
18,18,21,19,21,20,24,15,22,15,7.8,7.4765241491289105,5,6,6,7
29,15,29,18,27,19,28,20,28,17,9.0,9.170924333263935,5,7,6,6
24,19,25,16,27,20,26,19,26,20,8.8,8.308570970696858,8,6,8,6
15,11,16,16,15,15,14,20,14,10,6.4,6.277929506466214,6,6,9,10
26,16,24,20,23,20,24,15,28,18,9.0,9.40065182347995,9,9,9,9
21,16,18,15,17,20,22,16,19,17,7.8,7.354243921743333,10,9,7,10
23,17,23,15,24,20,27,17,29,17,8.4,8.443128524287195,8,9,9,10
14,16,17,18,17,13,16,15,18,14,6.4,6.412161442543899,10,5,8,8
18,18,19,13,21,20,25,17,26,17,8.4,8.007569196102507,9,7,6,5
13,19,16,14,14,16,16,10,15,20,6.2,6.4526436902953375,5,5,9,8
29,15,27,20,28,18,29,16,28,17,8.2,8.16553669100761,8,5,8,10
25,20,26,15,28,19,25,17,26,15,8.6,8.328351841266867,7,9,9,10
28,20,27,17,29,20,30,19,27,17,9.6,9.33965457741652,9,8,6,5
25,19,26,16,23,17,28,17,25,19,7.8,7.1760284823418825,6,8,10,8
26,20,29,15,30,15,29,20,30,19,9.0,9.12685083854402,5,7,8,7
18,15,18,17,20,18,20,18,24,17,7.6,7.069030193235022,7,10,7,10
18,17,16,17,19,10,17,11,21,17,6.6,6.26774064308935,6,5,8,10
14,13,11,10,8,18,6,14,7,11,6.0,6.002174258635396,10,7,8,9
15,16,20,13,23,18,23,18,21,15,8.0,8.26064563713925,7,10,10,7
20,10,20,18,22,17,22,16,25,20,7.2,7.152065637913223,5,10,8,5
15,11,20,19,17,18,21,15,18,20,7.2,7.080696193204333,10,8,8,8
26,17,30,16,27,19,30,17,29,18,9.8,9.202172528275623,10,6,7,10
15,19,18,16,15,10,14,20,16,14,6.6,6.109109643017583,10,7,7,8
23,19,21,17,18,13,20,14,19,11,7.4,7.223468030699272,5,10,10,8
22,17,23,19,27,17,27,18,28,20,8.4,8.260658394991548,7,5,5,5
23,20,23,17,28,18,29,16,29,19,8.2,8.435181868296574,8,9,8,8
20,10,17,18,18,17,15,11,15,20,6.0,6.152782137991043,10,7,7,5
21,15,19,19,19,17,19,17,21,17,8.0,8.024139106457032,6,10,9,8
14,19,11,13,10,11,13,19,12,11,6.4,6.083102475287022,10,9,9,8
26,18,24,20,27,17,24,18,23,17,8.4,8.348820520466491,8,10,9,10
13,16,15,19,15,18,20,14,22,16,7.0,7.256702400760451,5,8,10,5
27,16,30,16,29,16,30,19,30,17,9.0,9.498124793251957,9,7,5,8
16,20,17,20,17,18,16,14,17,19,7.2,7.371830982129101,10,9,5,10
28,17,26,15,25,16,25,19,22,20,8.4,8.499983712023845,9,8,9,10
21,19,23,20,20,20,21,16,18,19,7.4,7.1585518480223165,6,9,10,8
27,16,30,19,29,19,28,16,25,15,8.8,8.408976100223592,5,5,7,5
22,17,24,19,28,15,28,20,30,19,9.2,9.008737699175235,9,8,6,5
15,11,13,11,13,11,14,16,15,20,6.0,6.433646595410282,6,9,6,8
17,15,16,14,15,15,17,13,18,10,6.2,6.488287974278792,5,5,8,5
18,14,20,13,23,19,22,20,19,17,8.0,8.274363761219684,10,10,8,9
18,17,16,19,13,12,17,18,21,18,6.4,6.406429633045447,10,7,8,5
28,15,25,17,26,17,28,17,26,16,8.4,8.423361912145715,5,10,5,9
17,12,21,20,22,16,20,11,24,16,7.2,7.385054357680647,7,10,10,5
13,19,12,10,12,14,9,16,9,19,6.2,6.263499531209466,6,7,7,5
22,16,27,20,24,19,21,19,25,18,8.4,8.251920801357768,10,9,6,7
21,20,25,16,30,18,27,15,29,15,9.2,9.061423347938039,6,9,7,9
17,16,17,19,22,18,20,13,19,14,7.0,7.329502625969129,6,6,9,10
29,15,30,20,28,17,29,19,30,15,8.2,8.404021047788785,7,8,6,7
12,10,16,18,18,11,23,18,25,18,7.4,7.121947820899862,10,5,8,9
16,10,15,18,17,11,14,10,11,11,6.2,6.094665256973076,7,6,8,7
18,20,23,20,22,19,26,18,24,15,8.6,8.308708499607837,6,7,6,8
12,17,15,10,17,13,20,18,18,13,6.6,6.35005921190707,7,5,10,8
25,20,30,16,30,16,30,19,29,15,9.0,9.025547017216104,5,7,9,5
20,14,18,14,23,15,23,16,23,19,7.8,7.069031683352737,5,9,8,8
15,11,17,20,18,13,18,12,19,17,7.0,7.396075154206874,10,7,9,9
21,16,19,18,23,18,28,17,29,17,8.2,8.415261420704846,8,9,6,10
25,17,26,15,26,15,23,20,23,20,9.0,9.443811819774195,9,5,6,7
30,20,29,15,27,19,26,15,25,19,9.4,9.044309422770464,6,10,5,10
29,15,28,16,29,15,28,17,25,16,8.4,8.476118245344502,7,8,9,6
25,20,29,16,30,20,30,15,29,16,6.8,6.122577055169593,9,5,10,10
29,20,30,18,30,16,29,16,26,15,9.0,9.23173937017281,8,6,9,7
30,18,30,18,28,17,26,17,28,18,9.0,9.284682587960761,10,6,5,5
18,20,23,15,26,17,25,15,23,16,7.8,7.448525863261696,6,9,6,9
20,13,24,15,25,18,22,17,23,20,8.2,8.19632096511271,9,10,10,6
12,13,15,13,17,13,21,17,25,16,7.0,7.203240659251856,10,8,10,5
16,13,21,15,21,19,22,20,23,18,7.6,7.265917383087341,5,7,10,7
19,15,24,17,29,16,27,16,28,18,8.2,8.495123648736195,6,5,8,8
15,12,19,13,24,18,23,16,24,16,7.2,7.225748639756349,10,7,10,10
18,14,18,12,16,19,19,16,22,18,6.2,6.418957883148103,5,7,6,10
12,10,11,16,15,13,12,15,9,16,6.0,6.273641093777298,8,5,6,10
14,18,18,16,19,16,19,11,16,13,6.4,6.191640749553688,6,10,8,8
16,14,19,18,20,13,18,18,19,10,7.0,7.18290613660925,8,10,5,6
19,18,20,20,21,16,26,20,26,16,8.2,8.35472686910148,7,7,5,6
12,20,13,16,11,20,15,13,20,14,6.6,6.463415508358361,10,7,6,6
17,16,14,20,16,10,17,20,22,19,7.4,7.397254248719884,10,7,7,7
18,17,18,17,22,16,24,16,23,20,7.0,7.406283881137557,8,8,9,5
21,15,22,20,20,19,20,13,24,16,7.6,7.288825900837982,7,10,9,9
26,15,30,15,30,18,29,15,28,20,8.8,8.182994861377887,6,9,6,5
29,20,30,18,28,20,25,19,28,16,9.6,9.132961188715957,8,9,7,7
29,18,29,15,27,16,29,18,26,19,8.8,8.147098417327323,6,5,10,10
30,19,30,20,30,17,30,17,30,18,10.0,10.19665630846526,5,9,9,10
19,15,20,11,19,13,20,20,19,20,7.0,7.4040293207250745,5,5,8,9
23,17,25,15,27,19,28,17,29,19,7.6,7.065154435017658,10,10,8,10
16,13,16,20,17,16,14,10,19,12,6.8,6.462640917577254,5,7,8,9
29,19,26,19,26,19,26,17,24,16,7.4,7.361340102320482,7,8,7,9
18,14,16,20,13,10,12,20,9,17,6.8,6.3684273785000585,9,6,6,5
27,16,27,17,29,17,27,16,28,20,9.4,9.45384748729595,5,5,10,6
17,14,16,10,17,12,17,13,14,10,6.2,6.498201919270338,10,5,7,10
18,14,16,16,16,15,19,10,20,16,7.0,7.475100988350523,5,8,8,9
29,15,27,18,26,19,26,19,30,17,7.4,7.182230105471435,6,5,9,5
29,17,29,18,28,18,28,17,30,19,9.2,9.196191955360057,6,5,5,9
28,20,27,19,30,18,30,15,28,17,8.4,8.479314998732784,5,5,6,9
14,15,12,18,11,10,15,11,15,10,6.0,6.047297848659362,7,6,5,7
21,18,21,17,25,20,23,15,23,18,7.8,7.226612942476598,6,9,5,8
22,17,27,19,28,19,25,17,29,17,9.4,9.09888760843706,10,8,7,7
29,16,30,17,29,20,26,17,25,15,8.2,8.036905981013348,10,5,6,5
27,15,27,20,24,17,28,16,28,19,9.4,9.220596209318613,5,7,10,9
22,15,22,19,27,17,24,16,21,16,8.0,8.10554641178581,6,8,10,10
22,16,26,16,24,17,28,17,30,20,8.4,8.27967355203808,8,7,5,8
23,15,20,13,20,16,19,17,17,20,7.8,7.399214931858016,8,9,6,9
15,13,18,16,17,14,21,19,25,20,6.4,6.069694589498482,6,9,10,10
24,17,22,18,26,15,28,17,29,20,8.0,8.255624453649636,7,7,7,6
26,18,30,16,29,16,27,17,26,19,8.0,8.334557671142727,6,9,7,5
28,18,27,18,30,19,30,19,29,16,8.4,8.376153330403826,9,10,5,6
28,16,30,16,28,19,28,18,27,17,9.6,9.300937237318658,6,10,10,8
19,16,24,19,26,20,25,18,24,19,8.6,8.49876820911613,5,5,6,9
24,19,21,17,20,20,20,12,20,13,7.4,7.318607392016544,9,9,5,9
17,17,22,18,26,18,26,17,24,20,8.0,8.238913222448394,10,8,7,7
14,20,16,16,18,13,18,15,16,19,6.8,6.020593233856006,9,8,8,7
26,19,29,19,29,18,28,15,25,20,8.2,8.061333151917758,7,10,6,7
17,10,20,11,19,12,19,15,16,11,6.6,6.4446510255056,7,5,6,6
23,15,28,15,30,20,30,15,27,18,7.8,7.314860425377854,9,9,9,8
30,17,28,16,28,20,29,16,29,19,9.0,9.012173993204453,9,8,9,7
14,15,11,19,13,20,18,18,16,11,6.6,6.065438905298942,9,5,8,6
28,19,25,16,25,18,22,19,25,18,9.2,9.117781442454467,9,5,5,7
25,20,23,17,23,17,21,19,26,17,6.6,6.1035182725916215,5,5,7,10
13,10,11,14,9,16,14,10,14,19,6.2,6.377736400825708,7,5,8,10
23,19,24,17,22,17,26,17,28,19,9.0,9.337180486428881,10,5,5,10
13,13,15,17,18,14,22,17,25,15,6.8,6.173395362998975,7,9,6,7
16,14,14,12,12,12,16,20,15,19,6.6,6.292905613183114,5,10,5,8
13,10,17,20,20,17,22,18,24,19,7.4,7.293311468739184,6,6,8,8
14,13,17,12,22,19,25,19,22,16,7.6,7.451784096713826,9,8,10,7
21,15,23,18,23,16,26,18,26,16,8.6,8.468144263680273,8,9,10,7
22,17,27,16,24,18,24,18,26,19,8.2,8.34801958116184,8,5,7,10
23,19,24,16,24,17,22,18,27,15,7.8,7.380977617133447,6,10,8,6
22,19,24,18,24,15,27,19,25,19,9.0,9.446974899031067,8,7,10,8
28,20,28,17,30,20,28,15,26,15,8.8,8.162392412991425,8,7,9,7
22,18,21,18,26,19,24,20,26,16,7.6,7.183366829808479,5,9,7,5
27,17,27,18,24,17,26,16,23,15,8.2,8.49859006265489,5,7,6,8
30,15,28,16,27,15,28,18,26,17,8.6,8.190046997596072,10,10,8,7
12,20,10,15,11,13,9,13,6,17,6.2,6.2619568255980145,5,9,8,9
29,17,30,16,28,16,25,20,27,15,8.8,8.12405180220592,10,5,7,10
24,16,28,20,25,17,27,15,29,17,8.8,8.143602287956716,5,9,9,8
28,19,30,15,29,17,29,15,30,17,9.0,9.065300393953303,5,10,8,6
17,20,19,13,23,15,20,16,18,11,7.4,7.485633323976797,9,6,10,7
19,12,17,20,15,20,13,10,16,18,6.8,6.4589213354818105,8,7,10,9
24,19,25,19,22,17,27,20,25,19,9.0,9.486680462768863,9,7,10,8
20,13,24,20,24,19,23,16,24,17,8.4,8.050140185686809,9,9,8,10
20,19,23,18,23,20,25,19,23,19,8.8,8.191724031511876,6,8,7,10
18,11,21,18,21,17,26,17,23,16,7.8,7.480525964894963,7,9,7,10
17,13,17,20,20,11,24,20,21,15,7.6,7.228010804502263,7,7,6,7
27,16,30,17,29,20,30,17,27,20,9.8,9.209979628284758,9,8,5,6
28,19,25,19,24,19,24,18,26,16,9.2,9.038227148254048,5,6,9,6
16,14,19,13,19,15,24,18,23,18,7.6,7.067872942931839,5,5,10,6
27,15,30,17,29,18,27,19,30,20,9.8,9.007214765204333,10,9,10,8
24,18,27,18,30,19,27,19,24,19,8.8,8.024542717637207,6,5,9,8
23,17,27,19,27,16,26,16,30,19,8.8,8.188144508719398,7,8,9,6
16,12,17,14,17,14,22,20,24,19,7.6,7.395276066124027,8,10,8,8
17,17,19,18,23,18,26,20,23,19,8.6,8.397893643848802,8,9,6,5
13,19,11,18,12,11,13,17,15,16,6.4,6.326504923072013,6,5,10,6
12,15,10,16,7,10,11,13,14,18,6.2,6.3426785747940935,7,8,10,9
23,18,25,15,29,20,30,17,28,15,8.8,8.285376784024121,7,7,6,5
13,12,18,17,21,16,20,12,23,18,7.2,7.241450384882197,8,10,6,6
20,12,24,20,27,17,27,17,29,16,8.0,8.100254653034398,8,10,7,10
29,20,28,19,29,17,30,20,29,18,10.0,10.100961485406607,5,8,10,8
21,16,26,15,26,19,30,17,30,18,8.6,8.068525382610298,10,6,7,10
25,15,24,20,23,15,23,17,27,19,7.8,7.232195410258229,7,10,9,8
27,17,24,20,28,19,26,19,28,17,8.0,8.274509381509592,10,7,6,8
24,17,28,17,27,20,25,20,24,15,7.8,7.478095256139736,6,10,5,9
23,17,20,20,25,17,26,16,23,17,7.2,7.247081294275247,5,7,8,9
22,15,19,18,23,20,21,20,25,16,8.6,8.378226288789456,6,8,10,9
25,17,29,18,29,17,27,20,30,19,9.8,9.2419691103937,8,6,5,10
13,17,15,19,15,20,18,12,18,12,6.2,6.286183252375111,10,10,6,7
25,20,23,17,26,16,27,18,28,16,7.2,7.02610407749187,8,8,5,5
15,10,16,15,15,18,12,18,17,11,6.4,6.3257480353322615,9,6,8,8
20,11,24,18,21,16,23,15,25,17,8.2,8.378934077598563,9,9,7,8
24,17,29,19,27,20,30,17,27,15,9.6,9.074393242010586,8,7,7,6
19,15,17,19,16,18,15,14,19,15,7.0,7.063261824916453,5,7,10,9
24,15,27,15,25,16,22,16,23,16,8.4,8.274151497574607,7,7,10,5
29,17,27,18,30,19,29,16,27,18,7.6,7.279880709205871,9,5,10,5
17,11,19,19,18,11,18,13,21,18,7.0,7.418732300483768,5,5,5,10
25,15,28,18,28,18,27,15,28,18,9.0,9.187777503502943,9,7,9,5
25,20,25,15,22,19,19,13,16,13,6.8,6.023858877437802,8,8,7,10
23,18,25,18,28,19,27,20,26,20,9.6,9.108505714018014,6,7,9,5
13,19,12,19,13,19,17,16,21,19,6.8,6.038344584846086,6,9,6,5
20,12,25,20,22,17,19,13,23,18,7.4,7.40227618790472,8,5,10,9
28,19,30,19,28,17,29,16,27,20,8.4,8.247652115440705,7,7,9,5
27,16,27,15,24,19,26,16,26,19,8.4,8.488349174737872,10,9,5,10
13,13,10,20,14,11,16,18,18,20,6.6,6.215703415317213,10,9,9,6
26,20,26,15,24,18,28,20,30,17,9.6,9.335164712311109,6,9,9,5
27,16,29,18,30,18,28,15,26,17,9.4,9.237172334195048,5,8,9,5
30,15,29,18,28,18,26,17,23,18,8.8,8.459437736395746,8,9,10,7
26,20,24,16,24,19,23,17,26,20,8.2,8.467083144824857,10,9,9,8
19,16,19,14,17,10,18,16,18,12,6.4,6.239999766045967,5,7,10,5
25,18,30,15,30,18,29,18,29,15,8.8,8.285219018763668,7,5,6,7
12,17,17,14,21,15,21,20,18,19,7.6,7.093726797580539,6,10,7,7
30,16,30,16,29,16,29,17,30,15,8.4,8.271120206149185,6,7,10,6
16,15,20,15,18,16,19,20,24,18,7.4,7.222052606021761,6,9,5,5
29,15,29,19,28,17,26,18,29,17,8.8,8.061657988191321,7,9,6,10
16,12,19,14,18,16,23,16,24,20,7.4,7.100286781295436,5,6,9,5
15,18,14,18,16,12,16,11,21,16,6.8,6.34429506588962,6,8,6,6
26,18,26,15,30,20,28,16,25,19,9.2,9.396166195849794,5,10,9,9
24,18,21,20,25,20,22,18,24,19,7.8,7.238723156590703,5,10,5,8
17,10,16,16,17,16,21,20,21,19,7.0,7.231147387539236,8,8,8,10
27,18,26,16,27,17,29,16,27,16,7.8,7.015217196940648,6,6,10,6
22,20,21,18,22,19,20,15,23,15,8.0,8.361681192799686,10,9,10,9
12,14,9,10,12,15,15,20,17,14,6.2,6.073160204149566,5,9,10,9
20,18,17,12,21,17,22,16,27,19,8.0,8.24457482385223,9,5,9,10
13,12,18,11,15,17,17,12,15,12,6.2,6.195581817712509,7,6,5,9
14,19,13,15,16,10,17,13,14,16,6.2,6.423175155581447,10,6,8,6
29,17,27,18,26,20,30,18,27,17,9.0,9.49078903368668,9,9,10,5
26,20,30,17,29,19,28,16,29,16,9.0,9.467053893722236,7,7,8,5
25,15,22,15,20,15,21,20,18,13,7.2,7.27077160292448,10,5,5,9
22,17,24,18,28,17,30,16,30,20,8.6,8.143249544836797,6,6,5,7
27,17,29,18,28,18,30,19,30,15,9.0,9.441595929039064,8,5,10,9
13,15,14,11,16,13,18,18,16,20,6.8,6.070486870277964,6,10,10,7
16,19,16,19,14,19,17,12,22,18,6.2,6.218428085584092,8,6,8,8
